Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Conches;1231;00;448;Chêne-Bougeries;6612;GE;100 %;2502514.000;1115896.000;fr;2008-07-01
Confignon;1232;00;449;Confignon;6618;GE;99.603 %;2495534.000;1114778.000;fr;2008-07-01
Confignon;1232;00;449;Bernex;6607;GE;0.397 %;2494735.000;1114020.000;fr;2008-07-01
Bernex;1233;00;450;Bernex;6607;GE;100 %;2494460.000;1114337.000;fr;2008-07-01
Vessy;1234;00;452;Veyrier;6645;GE;100 %;2501096.000;1114193.000;fr;2008-07-01
Cartigny;1236;00;453;Cartigny;6609;GE;95.902 %;2490614.000;1114597.000;fr;2008-07-01
Cartigny;1236;00;453;Bernex;6607;GE;2.131 %;2492449.000;1114396.000;fr;2008-07-01
Cartigny;1236;00;453;Avusy;6604;GE;1.311 %;2490407.000;1113303.000;fr;2008-07-01
Cartigny;1236;00;453;Laconnex;6627;GE;0.656 %;2490498.000;1113385.000;fr;2008-07-01
Avully;1237;00;454;Avully;6603;GE;99.135 %;2488620.000;1114040.000;fr;2008-07-01
Avully;1237;00;454;Chancy;6611;GE;0.865 %;2487036.625;1113167.201;fr;2008-07-01
Collex;1239;00;455;Collex-Bossy;6615;GE;100 %;2498538.000;1125374.000;fr;2008-07-01
Puplinge;1241;00;456;Puplinge;6636;GE;100 %;2506860.000;1118300.000;fr;2008-07-01
Satigny;1242;00;457;Satigny;6638;GE;100 %;2491958.000;1119121.000;fr;2008-07-01
Presinge;1243;00;458;Presinge;6635;GE;100 %;2508691.000;1118897.000;fr;2008-07-01
Choulex;1244;00;459;Choulex;6614;GE;100 %;2506135.000;1120028.000;fr;2008-07-01
Collonge-Bellerive;1245;00;460;Collonge-Bellerive;6616;GE;100 %;2504740.000;1123677.000;fr;2008-07-01
Corsier GE;1246;00;461;Corsier (GE);6619;GE;100 %;2506154.000;1124284.000;fr;2008-07-01
Anières;1247;00;462;Anières;6602;GE;100 %;2506637.000;1126002.000;fr;2008-07-01
Hermance;1248;00;463;Hermance;6625;GE;100 %;2507967.000;1128300.000;fr;2008-07-01
Gy;1251;00;464;Gy;6624;GE;100 %;2508863.000;1122976.000;fr;2008-07-01
Meinier;1252;00;465;Meinier;6629;GE;100 %;2506951.000;1122135.000;fr;2008-07-01
Vandoeuvres;1253;00;466;Vandoeuvres;6642;GE;100 %;2504640.000;1118991.000;fr;2008-07-01
Jussy;1254;00;467;Jussy;6626;GE;99.615 %;2509286.000;1120998.000;fr;2008-07-01
Jussy;1254;00;467;Gy;6624;GE;0.385 %;2510431.686;1122310.956;fr;2008-07-01
Veyrier;1255;00;468;Veyrier;6645;GE;100 %;2502670.000;1113641.000;fr;2008-07-01
Troinex;1256;00;469;Troinex;6641;GE;100 %;2500180.000;1113401.000;fr;2008-07-01
La Croix-de-Rozon;1257;00;470;Bardonnex;6605;GE;98.582 %;2498282.000;1111509.000;fr;2008-07-01
La Croix-de-Rozon;1257;00;470;Plan-les-Ouates;6633;GE;1.418 %;2499529.526;1112583.289;fr;2008-07-01
Perly;1258;00;471;Perly-Certoux;6632;GE;95.173 %;2495868.000;1112548.000;fr;2008-07-01
Perly;1258;00;471;Bardonnex;6605;GE;4.827 %;2496383.000;1112188.000;fr;2008-07-01
Nyon;1260;00;472;Nyon;5724;VD;99.615 %;2507195.000;1137795.000;fr;2008-07-01
Nyon;1260;00;472;Prangins;5725;VD;0.385 %;2507744.000;1138602.000;fr;2008-07-01
Marchissy;1261;32;491;Marchissy;5430;VD;100 %;2508423.000;1149295.000;fr;2008-07-01
Le Vaud;1261;33;492;Le Vaud;5731;VD;100 %;2507735.000;1148027.000;fr;2008-07-01
Longirod;1261;35;494;Longirod;5429;VD;100 %;2509385.000;1150044.000;fr;2008-07-01
Eysins;1262;00;496;Eysins;5716;VD;100 %;2505237.000;1137339.000;fr;2008-07-01
Crassier;1263;00;497;Crassier;5714;VD;100 %;2502073.000;1136644.000;fr;2008-07-01
St-Cergue;1264;00;498;Saint-Cergue;5727;VD;99.273 %;2501413.000;1144909.000;fr;2008-07-01
St-Cergue;1264;00;498;Arzier-Le Muids;5702;VD;0.727 %;2500496.000;1146768.000;fr;2008-07-01
La Cure;1265;00;500;Saint-Cergue;5727;VD;100 %;2495349.000;1146612.000;fr;2008-07-01
Duillier;1266;00;501;Duillier;5715;VD;100 %;2507497.000;1140605.000;fr;2008-07-01
Vich;1267;01;5692;Vich;5732;VD;100 %;2508727.000;1142585.000;fr;2008-07-01
Coinsins;1267;02;5693;Coinsins;5710;VD;100 %;2507424.000;1142182.000;fr;2008-07-01
Begnins;1268;00;504;Begnins;5704;VD;100 %;2508473.000;1144075.000;fr;2008-07-01
Burtigny;1268;02;490;Burtigny;5854;VD;92.617 %;2509327.000;1146878.000;fr;2008-07-01
Burtigny;1268;02;490;Bursins;5853;VD;6.376 %;2510892.000;1145794.000;fr;2008-07-01
Burtigny;1268;02;490;Vinzel;5863;VD;1.007 %;2510447.000;1145729.000;fr;2008-07-01
Bassins;1269;00;493;Bassins;5703;VD;100 %;2507115.000;1146961.000;fr;2008-07-01
Trélex;1270;00;485;Trélex;5730;VD;100 %;2504987.000;1141352.000;fr;2008-07-01
Givrins;1271;00;486;Givrins;5720;VD;100 %;2504817.000;1142891.000;fr;2008-07-01
Genolier;1272;00;487;Genolier;5718;VD;99.722 %;2505947.000;1143614.000;fr;2008-07-01
Genolier;1272;00;487;Givrins;5720;VD;0.278 %;2504769.000;1143687.000;fr;2008-07-01
Arzier-Le Muids;1273;00;489;Arzier-Le Muids;5702;VD;100 %;2505576.000;1145712.000;fr;2015-04-01
Signy;1274;01;7420;Signy-Avenex;5728;VD;100 %;2504640.000;1138429.000;fr;2008-07-01
Grens;1274;03;482;Grens;5722;VD;100 %;2504070.000;1138894.000;fr;2008-07-01
Chéserex;1275;00;483;Chéserex;5709;VD;99.495 %;2502679.000;1139556.000;fr;2008-07-01
Chéserex;1275;00;483;La Rippe;5726;VD;0.505 %;2500730.000;1139398.000;fr;2008-07-01
Gingins;1276;00;484;Gingins;5719;VD;99.272 %;2502983.000;1140759.000;fr;2008-07-01
Gingins;1276;00;484;Saint-Cergue;5727;VD;0.582 %;2502860.000;1142320.000;fr;2008-07-01
Gingins;1276;00;484;Chéserex;5709;VD;0.146 %;2497074.000;1142418.000;fr;2008-07-01
Borex;1277;00;478;Borex;5706;VD;100 %;2502938.000;1137353.000;fr;2008-07-01
Arnex-sur-Nyon;1277;01;5861;Arnex-sur-Nyon;5701;VD;100 %;2504107.000;1136745.000;fr;2008-07-01
La Rippe;1278;00;479;La Rippe;5726;VD;100 %;2500964.000;1137763.000;fr;2008-07-01
Chavannes-de-Bogis;1279;00;480;Chavannes-de-Bogis;5707;VD;100 %;2501774.000;1133152.000;fr;2008-07-01
Bogis-Bossey;1279;02;5862;Bogis-Bossey;5705;VD;100 %;2502027.000;1134280.000;fr;2008-07-01
Russin;1281;00;506;Russin;6637;GE;99.373 %;2490126.000;1116293.000;fr;2008-07-01
Russin;1281;00;506;Satigny;6638;GE;0.627 %;2488996.000;1118340.000;fr;2008-07-01
La Plaine;1283;00;508;Dardagny;6620;GE;100 %;2489207.000;1115057.000;fr;2008-07-01
Dardagny;1283;01;507;Dardagny;6620;GE;100 %;2488499.000;1116998.000;fr;2008-07-01
Chancy;1284;00;509;Chancy;6611;GE;100 %;2486793.000;1111951.000;fr;2008-07-01
Athenaz (Avusy);1285;00;510;Avusy;6604;GE;96.556 %;2489185.000;1111816.000;fr;2008-07-01
Athenaz (Avusy);1285;00;510;Chancy;6611;GE;3.444 %;2488207.000;1112401.000;fr;2008-07-01
Soral;1286;00;511;Soral;6639;GE;99.178 %;2492136.000;1111099.000;fr;2008-07-01
Soral;1286;00;511;Bernex;6607;GE;0.822 %;2492918.000;1112549.000;fr;2008-07-01
Laconnex;1287;00;512;Laconnex;6627;GE;100 %;2491676.000;1112560.000;fr;2008-07-01
Aire-la-Ville;1288;00;513;Aire-la-Ville;6601;GE;100 %;2492271.000;1116281.000;fr;2008-07-01
Versoix;1290;00;515;Versoix;6644;GE;96.63 %;2501470.000;1126610.000;fr;2008-07-01
Versoix;1290;00;515;Collex-Bossy;6615;GE;3.162 %;2499775.000;1126061.000;fr;2008-07-01
Versoix;1290;00;515;Mies;5723;VD;0.208 %;2501324.000;1128288.000;fr;2008-07-01
Chavannes-des-Bois;1290;02;5863;Chavannes-des-Bois;5708;VD;100 %;2499436.000;1130196.000;fr;2008-07-01
Commugny;1291;00;516;Commugny;5711;VD;100 %;2502788.000;1130826.000;fr;2008-07-01
Chambésy;1292;00;517;Pregny-Chambésy;6634;GE;99.482 %;2499877.000;1122239.000;fr;2008-07-01
Chambésy;1292;00;517;Genève;6621;GE;0.518 %;2500335.000;1120406.000;fr;2008-07-01
Bellevue;1293;00;518;Bellevue;6606;GE;100 %;2500325.000;1123479.000;fr;2008-07-01
Genthod;1294;00;519;Genthod;6622;GE;100 %;2500761.000;1124526.000;fr;2008-07-01
Mies;1295;01;5634;Mies;5723;VD;100 %;2502353.000;1128751.000;fr;2008-07-01
Tannay;1295;02;5635;Tannay;5729;VD;100 %;2502865.000;1129539.000;fr;2008-07-01
Coppet;1296;00;522;Coppet;5712;VD;99.701 %;2503801.000;1130782.000;fr;2008-07-01
Coppet;1296;00;522;Founex;5717;VD;0.299 %;2504468.524;1131294.963;fr;2008-07-01
Founex;1297;00;523;Founex;5717;VD;99.577 %;2504123.000;1132105.000;fr;2008-07-01
Founex;1297;00;523;Coppet;5712;VD;0.423 %;2503682.743;1131554.954;fr;2008-07-01
Céligny;1298;00;524;Céligny;6610;GE;100 %;2504571.000;1133915.000;fr;2008-07-01
Crans VD;1299;00;525;Crans (VD);5713;VD;100 %;2505524.000;1135149.000;fr;2021-01-01
Vufflens-la-Ville;1302;00;526;Vufflens-la-Ville;5503;VD;100 %;2530946.000;1158956.000;fr;2008-07-01
Penthaz;1303;00;554;Penthaz;5496;VD;100 %;2531039.000;1161093.000;fr;2008-07-01
Cossonay-Ville;1304;00;528;Cossonay;5477;VD;100 %;2528581.000;1162821.000;fr;2008-07-01
Dizy;1304;02;529;Dizy;5481;VD;100 %;2527826.000;1165314.000;fr;2008-07-01
Allens;1304;03;7450;Cossonay;5477;VD;100 %;2528774.000;1161398.000;fr;2008-07-01
Senarclens;1304;04;272;Senarclens;5499;VD;100 %;2527200.000;1161335.000;fr;2008-07-01
Penthalaz;1305;00;531;Penthalaz;5495;VD;100 %;2530061.000;1162551.000;fr;2008-07-01
Daillens;1306;00;553;Daillens;5480;VD;98.323 %;2531855.000;1163691.000;fr;2008-07-01
Daillens;1306;00;553;Bettens;5471;VD;1.677 %;2532776.000;1163455.000;fr;2008-07-01
Lussery-Villars;1307;00;530;Lussery-Villars;5487;VD;100 %;2530161.000;1164998.000;fr;2008-07-01
La Chaux (Cossonay);1308;00;555;La Chaux (Cossonay);5474;VD;100 %;2526052.000;1163256.000;fr;2008-07-01
Eclépens;1312;00;561;Eclépens;5482;VD;100 %;2530651.000;1167123.000;fr;2008-07-01
Ferreyres;1313;00;557;Ferreyres;5483;VD;100 %;2527000.000;1167926.000;fr;2008-07-01
La Sarraz;1315;00;532;La Sarraz;5498;VD;100 %;2528909.000;1167878.000;fr;2008-07-01
Chevilly;1316;00;534;Chevilly;5476;VD;96.45 %;2526339.000;1166177.000;fr;2008-07-01
Chevilly;1316;00;534;La Chaux (Cossonay);5474;VD;3.55 %;2525592.000;1165214.000;fr;2008-07-01
Orny;1317;00;533;Orny;5493;VD;100 %;2530180.000;1168923.000;fr;2008-07-01
Pompaples;1318;00;560;Pompaples;5497;VD;100 %;2528975.000;1168854.000;fr;2008-07-01
Arnex-sur-Orbe;1321;00;559;Arnex-sur-Orbe;5743;VD;100 %;2529645.000;1171762.000;fr;2008-07-01
Croy;1322;00;563;Croy;5752;VD;100 %;2526442.000;1171898.000;fr;2008-07-01
Romainmôtier;1323;00;564;Romainmôtier-Envy;5761;VD;100 %;2525487.000;1171909.000;fr;2008-07-01
Premier;1324;00;565;Premier;5759;VD;100 %;2523999.000;1173131.000;fr;2008-07-01
Vaulion;1325;00;566;Vaulion;5765;VD;98.78 %;2519550.000;1171265.000;fr;2008-07-01
Vaulion;1325;00;566;Mont-la-Ville;5491;VD;1.22 %;2518105.000;1168550.000;fr;2008-07-01
Juriens;1326;00;567;Juriens;5754;VD;100 %;2524237.000;1171485.000;fr;2008-07-01
Bretonnières;1329;00;562;Bretonnières;5748;VD;100 %;2526165.000;1173997.000;fr;2008-07-01
Vallorbe;1337;00;535;Vallorbe;5764;VD;100 %;2519160.000;1174130.000;fr;2008-07-01
Ballaigues;1338;00;538;Ballaigues;5744;VD;100 %;2521669.000;1175980.000;fr;2008-07-01
L'Orient;1341;00;540;Le Chenit;5872;VD;100 %;2508120.000;1161869.000;fr;2019-05-01
Le Pont;1342;00;543;L'Abbaye;5871;VD;100 %;2515671.202;1169298.050;fr;2008-07-01
Les Charbonnières;1343;00;544;Le Lieu;5873;VD;100 %;2514022.000;1169074.000;fr;2008-07-01
L'Abbaye;1344;00;542;L'Abbaye;5871;VD;100 %;2514339.000;1167097.000;fr;2008-07-01
Le Lieu;1345;00;545;Le Lieu;5873;VD;100 %;2511052.000;1166693.000;fr;2008-07-01
Le Séchey;1345;01;9297;Le Lieu;5873;VD;100 %;2512796.000;1168256.000;fr;2013-01-01
Les Bioux;1346;00;541;L'Abbaye;5871;VD;100 %;2510453.000;1163857.000;fr;2008-07-01
Le Sentier;1347;00;546;Le Chenit;5872;VD;100 %;2507361.000;1162398.000;fr;2008-07-01
Le Solliat;1347;01;7447;Le Chenit;5872;VD;100 %;2507640.000;1163727.000;fr;2008-07-01
Le Brassus;1348;00;550;Le Chenit;5872;VD;100 %;2505785.000;1160065.000;fr;2008-07-01
Orbe;1350;00;571;Orbe;5757;VD;100 %;2530760.000;1175227.000;fr;2008-07-01
Agiez;1352;00;574;Agiez;5742;VD;100 %;2528862.000;1174685.000;fr;2008-07-01
Bofflens;1353;00;575;Bofflens;5747;VD;100 %;2528123.000;1173003.000;fr;2008-07-01
Montcherand;1354;00;576;Montcherand;5756;VD;100 %;2528962.000;1176246.000;fr;2008-07-01
L'Abergement;1355;00;577;L'Abergement;5741;VD;100 %;2527404.000;1178558.000;fr;2008-07-01
Sergey;1355;02;5864;Sergey;5762;VD;100 %;2528287.000;1178164.000;fr;2008-07-01
Les Clées;1356;00;578;Les Clées;5750;VD;100 %;2525328.000;1176083.000;fr;2008-07-01
La Russille;1356;02;9028;Les Clées;5750;VD;100 %;2526694.000;1176571.000;fr;2008-07-01
Lignerolle;1357;00;579;Lignerolle;5755;VD;97.945 %;2524968.000;1177194.000;fr;2008-07-01
Lignerolle;1357;00;579;L'Abergement;5741;VD;2.055 %;2525245.000;1179470.000;fr;2008-07-01
Valeyres-sous-Rances;1358;00;580;Valeyres-sous-Rances;5763;VD;100 %;2530104.000;1178361.000;fr;2008-07-01
Bavois;1372;00;587;Bavois;5746;VD;95.951 %;2533261.000;1170591.000;fr;2008-07-01
Bavois;1372;00;587;Orny;5493;VD;4.049 %;2531960.000;1168662.000;fr;2008-07-01
Chavornay;1373;00;583;Chavornay;5749;VD;100 %;2533641.000;1173128.000;fr;2008-07-01
Corcelles-sur-Chavornay;1374;00;588;Chavornay;5749;VD;100 %;2535832.000;1172810.000;fr;2008-07-01
Penthéréaz;1375;00;589;Penthéréaz;5531;VD;100 %;2536124.000;1170491.000;fr;2008-07-01
Goumoens-la-Ville;1376;00;590;Goumoëns;5541;VD;100 %;2536206.000;1167894.000;fr;2008-07-01
Eclagnens;1376;02;5844;Goumoëns;5541;VD;100 %;2535172.000;1167053.000;fr;2008-07-01
Goumoens-le-Jux;1376;03;5845;Goumoëns;5541;VD;100 %;2534861.000;1168640.000;fr;2008-07-01
Oulens-sous-Echallens;1377;00;192;Oulens-sous-Echallens;5529;VD;100 %;2534083.000;1166169.000;fr;2008-07-01
Yverdon-les-Bains;1400;00;592;Yverdon-les-Bains;5938;VD;100 %;2539045.000;1181076.000;fr;2008-07-01
Cheseaux-Noréaz;1400;05;5617;Cheseaux-Noréaz;5909;VD;99.555 %;2541337.000;1181387.000;fr;2008-07-01
Cheseaux-Noréaz;1400;05;5617;Cuarny;5911;VD;0.445 %;2541529.000;1180733.000;fr;2008-07-01
Cuarny;1404;00;625;Cuarny;5911;VD;100 %;2542753.000;1180184.000;fr;2008-07-01
Villars-Epeney;1404;02;5885;Villars-Epeney;5935;VD;100 %;2543333.000;1181464.000;fr;2008-07-01
Pomy;1405;00;617;Pomy;5926;VD;100 %;2541139.000;1179130.000;fr;2008-07-01
Cronay;1406;00;618;Cronay;5910;VD;100 %;2543343.000;1178650.000;fr;2008-07-01
Donneloye;1407;00;619;Donneloye;5913;VD;100 %;2544757.000;1177323.000;fr;2008-07-01
Gossens;1407;02;5880;Donneloye;5913;VD;100 %;2543656.000;1176887.000;fr;2008-07-01
Mézery-près-Donneloye;1407;03;5882;Donneloye;5913;VD;100 %;2545648.000;1177759.000;fr;2008-07-01
Bioley-Magnoux;1407;04;212;Bioley-Magnoux;5903;VD;100 %;2544374.000;1175234.000;fr;2008-07-01
Prahins;1408;00;620;Donneloye;5913;VD;100 %;2546599.000;1176196.000;fr;2008-07-01
Chanéaz;1409;00;621;Montanaire;5693;VD;100 %;2546815.000;1175571.000;fr;2008-07-01
Thierrens;1410;00;219;Montanaire;5693;VD;100 %;2547737.000;1172694.000;fr;2008-07-01
Correvon;1410;02;5855;Montanaire;5693;VD;100 %;2546410.000;1174089.000;fr;2008-07-01
Denezy;1410;03;711;Montanaire;5693;VD;100 %;2550004.000;1174645.000;fr;2008-07-01
Prévondavaux;1410;04;5775;Prévondavaux;2038;FR;100 %;2550757.000;1175419.000;fr;2008-07-01
St-Cierges;1410;05;238;Montanaire;5693;VD;100 %;2546176.000;1171125.000;fr;2008-07-01
Valeyres-sous-Ursins;1412;00;622;Valeyres-sous-Ursins;5934;VD;100 %;2540101.000;1177431.000;fr;2008-07-01
Ursins;1412;02;5884;Ursins;5932;VD;100 %;2541152.000;1176300.000;fr;2008-07-01
Orzens;1413;00;623;Orzens;5925;VD;100 %;2542214.000;1174982.000;fr;2008-07-01
Molondin;1415;00;632;Molondin;5921;VD;100 %;2547343.000;1179028.000;fr;2008-07-01
Démoret;1415;02;5877;Démoret;5912;VD;100 %;2547887.000;1177560.000;fr;2008-07-01
Pailly;1416;00;608;Pailly;5530;VD;100 %;2541511.000;1172397.000;fr;2008-07-01
Essertines-sur-Yverdon;1417;00;607;Essertines-sur-Yverdon;5520;VD;100 %;2538983.000;1174163.000;fr;2008-07-01
Epautheyres;1417;02;195;Essertines-sur-Yverdon;5520;VD;100 %;2539161.000;1176689.000;fr;2008-07-01
Vuarrens;1418;00;609;Vuarrens;5539;VD;100 %;2539483.000;1171022.000;fr;2008-07-01
Fiez;1420;00;610;Fiez;5556;VD;100 %;2537868.000;1186669.000;fr;2008-07-01
Fontaines-sur-Grandson;1421;00;611;Fontaines-sur-Grandson;5557;VD;100 %;2537490.000;1187468.000;fr;2008-07-01
Grandevent;1421;02;5848;Grandevent;5560;VD;100 %;2536498.000;1187924.000;fr;2008-07-01
Grandson;1422;00;633;Grandson;5561;VD;100 %;2538929.000;1184210.000;fr;2008-07-01
Villars-Burquin;1423;00;612;Tévenon;5571;VD;100 %;2538190.000;1188806.000;fr;2008-07-01
Fontanezier;1423;02;630;Tévenon;5571;VD;74.699 %;2540121.000;1189556.000;fr;2008-07-01
Fontanezier;1423;02;630;Bonvillars;5551;VD;25.301 %;2541056.000;1190242.000;fr;2008-07-01
Romairon;1423;03;5850;Tévenon;5571;VD;100 %;2539213.000;1189149.000;fr;2008-07-01
Vaugondry;1423;04;5851;Tévenon;5571;VD;100 %;2538844.000;1188710.000;fr;2008-07-01
Champagne;1424;00;627;Champagne;5553;VD;100 %;2540405.000;1187062.000;fr;2008-07-01
Onnens VD;1425;00;636;Onnens (VD);5565;VD;100 %;2542784.000;1187793.000;fr;2008-07-01
Concise;1426;00;637;Concise;5554;VD;100 %;2545245.000;1189361.000;fr;2008-07-01
Corcelles-près-Concise;1426;01;638;Corcelles-près-Concise;5555;VD;100 %;2544339.000;1188557.000;fr;2008-07-01
Bonvillars;1427;00;626;Bonvillars;5551;VD;100 %;2541435.000;1187768.000;fr;2008-07-01
Provence;1428;01;6192;Provence;5566;VD;100 %;2545235.000;1193700.000;fr;2008-07-01
Mutrux;1428;02;5849;Mutrux;5563;VD;100 %;2545752.000;1192650.000;fr;2008-07-01
Giez;1429;00;614;Giez;5559;VD;100 %;2537279.000;1184904.000;fr;2008-07-01
Orges;1430;00;615;Orges;5924;VD;100 %;2535058.000;1184508.000;fr;2008-07-01
Vugelles-La Mothe;1431;00;616;Vugelles-La Mothe;5937;VD;100 %;2534033.000;1186070.000;fr;2008-07-01
Novalles;1431;02;629;Novalles;5564;VD;100 %;2535724.000;1186748.000;fr;2008-07-01
Belmont-sur-Yverdon;1432;00;643;Belmont-sur-Yverdon;5902;VD;100 %;2537762.000;1177399.000;fr;2008-07-01
Gressy;1432;02;5881;Yverdon-les-Bains;5938;VD;100 %;2538864.000;1178085.000;fr;2008-07-01
Suchy;1433;00;644;Suchy;5929;VD;100 %;2535817.000;1175028.000;fr;2008-07-01
Ependes VD;1434;00;645;Ependes (VD);5914;VD;100 %;2536534.000;1177261.000;fr;2008-07-01
Essert-Pittet;1435;00;646;Chavornay;5749;VD;100 %;2534566.000;1175509.000;fr;2008-07-01
Treycovagnes;1436;00;648;Treycovagnes;5931;VD;100 %;2536846.000;1180872.000;fr;2008-07-01
Chamblon;1436;02;5876;Chamblon;5904;VD;100 %;2536414.000;1181096.000;fr;2008-07-01
Suscévaz;1437;00;649;Suscévaz;5930;VD;100 %;2534408.000;1179645.000;fr;2008-07-01
Mathod;1438;00;650;Mathod;5919;VD;100 %;2533201.000;1179858.000;fr;2008-07-01
Rances;1439;00;581;Rances;5760;VD;100 %;2530660.000;1179423.000;fr;2008-07-01
Valeyres-sous-Montagny;1441;00;654;Valeyres-sous-Montagny;5933;VD;100 %;2536824.000;1183360.000;fr;2008-07-01
Montagny-près-Yverdon;1442;00;655;Montagny-près-Yverdon;5922;VD;100 %;2537003.000;1182612.000;fr;2008-07-01
Champvent;1443;00;656;Champvent;5905;VD;99.628 %;2533854.000;1181664.000;fr;2008-07-01
Champvent;1443;00;656;Vuiteboeuf;5766;VD;0.372 %;2533895.000;1183134.000;fr;2008-07-01
Essert-sous-Champvent;1443;02;5878;Champvent;5905;VD;100 %;2534812.000;1182758.000;fr;2008-07-01
Villars-sous-Champvent;1443;03;5879;Champvent;5905;VD;100 %;2534882.000;1181885.000;fr;2008-07-01
Vuiteboeuf;1445;00;658;Vuiteboeuf;5766;VD;98.444 %;2532393.000;1184305.000;fr;2008-07-01
Vuiteboeuf;1445;00;658;Sainte-Croix;5568;VD;1.556 %;2532313.000;1184967.000;fr;2008-07-01
Baulmes;1446;00;659;Baulmes;5745;VD;100 %;2530017.000;1182501.000;fr;2008-07-01
Ste-Croix;1450;00;660;Sainte-Croix;5568;VD;100 %;2528588.000;1186123.000;fr;2008-07-01
La Sagne (Ste-Croix);1450;02;663;Sainte-Croix;5568;VD;100 %;2528216.000;1185315.000;fr;2008-07-01
Le Château-de-Ste-Croix;1450;03;667;Sainte-Croix;5568;VD;100 %;2530775.000;1185725.000;fr;2008-07-01
Les Rasses;1452;00;665;Bullet;5552;VD;84.834 %;2531437.000;1186882.000;fr;2008-07-01
Les Rasses;1452;00;665;Sainte-Croix;5568;VD;15.166 %;2530633.000;1186655.000;fr;2008-07-01
Bullet;1453;00;666;Bullet;5552;VD;96.941 %;2532517.000;1187088.000;fr;2008-07-01
Bullet;1453;00;666;Fiez;5556;VD;2.588 %;2533036.000;1191133.000;fr;2008-07-01
Bullet;1453;00;666;Grandevent;5560;VD;0.471 %;2535342.189;1188632.045;fr;2008-07-01
Mauborget;1453;02;613;Mauborget;5562;VD;80.526 %;2537250.000;1189769.000;fr;2008-07-01
Mauborget;1453;02;613;Tévenon;5571;VD;9.474 %;2538319.000;1191580.000;fr;2008-07-01
Mauborget;1453;02;613;Fontaines-sur-Grandson;5557;VD;7.895 %;2535232.000;1191138.000;fr;2008-07-01
Mauborget;1453;02;613;Grandevent;5560;VD;2.105 %;2535680.000;1188958.000;fr;2008-07-01
L'Auberson;1454;00;664;Sainte-Croix;5568;VD;99.371 %;2525484.000;1185831.000;fr;2008-07-01
L'Auberson;1454;00;664;Baulmes;5745;VD;0.629 %;2524354.000;1184432.000;fr;2008-07-01
La Vraconnaz;1454;02;1355;Sainte-Croix;5568;VD;100 %;2527186.000;1188164.000;fr;2008-07-01
Yvonand;1462;00;669;Yvonand;5939;VD;100 %;2546936.000;1183328.000;fr;2008-07-01
Rovray;1463;00;672;Rovray;5928;VD;100 %;2548769.000;1182014.000;fr;2008-07-01
Chavannes-le-Chêne;1464;00;673;Chavannes-le-Chêne;5907;VD;100 %;2549593.000;1180818.000;fr;2008-07-01
Chêne-Pâquier;1464;02;674;Chêne-Pâquier;5908;VD;100 %;2548815.000;1180154.000;fr;2008-07-01
Cheyres;1468;00;675;Cheyres-Châbles;2055;FR;100 %;2550382.000;1185431.000;fr;2008-07-01
Estavayer-le-Lac;1470;00;680;Estavayer;2054;FR;99.913 %;2554943.000;1188726.000;fr;2008-07-01
Estavayer-le-Lac;1470;00;680;Lully (FR);2025;FR;0.087 %;2555014.000;1187631.000;fr;2008-07-01
Lully FR;1470;02;5771;Lully (FR);2025;FR;100 %;2554716.000;1187096.000;fr;2008-07-01
Seiry;1470;03;5777;Lully (FR);2025;FR;100 %;2553680.000;1184906.000;fr;2008-07-01
Bollion;1470;04;5762;Lully (FR);2025;FR;100 %;2553306.000;1185381.000;fr;2008-07-01
Font;1473;00;681;Estavayer;2054;FR;100 %;2552954.000;1187464.000;fr;2008-07-01
Châtillon FR;1473;02;5765;Châtillon (FR);2008;FR;100 %;2553655.000;1186931.000;fr;2008-07-01
Châbles FR;1474;00;682;Cheyres-Châbles;2055;FR;100 %;2551811.000;1185910.000;fr;2008-07-01
Autavaux;1475;00;752;Estavayer;2054;FR;100 %;2557364.000;1190478.000;fr;2008-07-01
Forel FR;1475;02;5766;Estavayer;2054;FR;100 %;2558181.000;1191481.000;fr;2008-07-01
Montbrelloz;1475;03;5772;Estavayer;2054;FR;100 %;2557756.000;1189496.000;fr;2008-07-01
Cugy FR;1482;00;692;Cugy (FR);2011;FR;100 %;2558146.000;1184902.000;fr;2008-07-01
Montet (Broye);1483;00;691;Les Montets;2050;FR;100 %;2556489.000;1185155.000;fr;2008-07-01
Frasses;1483;02;5768;Les Montets;2050;FR;100 %;2556159.000;1186321.000;fr;2008-07-01
Vesin;1483;03;5780;Cugy (FR);2011;FR;100 %;2556735.000;1184338.000;fr;2008-07-01
Aumont;1484;00;694;Les Montets;2050;FR;100 %;2555097.000;1183290.000;fr;2008-07-01
Granges-de-Vesin;1484;02;5770;Les Montets;2050;FR;100 %;2554494.000;1184607.000;fr;2008-07-01
Nuvilly;1485;00;695;Nuvilly;2035;FR;95.294 %;2553835.000;1181542.000;fr;2008-07-01
Nuvilly;1485;00;695;Valbroye;5831;VD;4.706 %;2554327.000;1180698.000;fr;2008-07-01
Vuissens;1486;00;696;Estavayer;2054;FR;100 %;2548484.000;1176412.000;fr;2008-07-01
Murist;1489;00;699;Estavayer;2054;FR;100 %;2552061.000;1182674.000;fr;2008-07-01
Vucherens;1509;00;246;Vucherens;5692;VD;100 %;2549363.000;1163993.000;fr;2008-07-01
